id,label,timeset,weight<total_link_strength>,score<citations>,score<pub._year>,weight<links>,weight<citations>,cluster,description,url
314,henderson (2015),,290,2,2015,127,2,3,"<table><tr><td>Authors:</td><td>henderson, gm; renforth, p; von strandmann, paep</td></tr><tr><td>Title:</td><td>the dissolution of olivine added to soil: implications for enhanced weathering</td></tr><tr><td>Source:</td><td>applied geochemistry, 61, 109-118</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apgeochem.2015.05.016
315,huang (2015),,362,2,2015,229,2,2,"<table><tr><td>Authors:</td><td>huang, y; sun, wj; wang, gc; yu, yq; zhang, w</td></tr><tr><td>Title:</td><td>quantifying carbon input for targeted soil organic carbon sequestration in china's croplands</td></tr><tr><td>Source:</td><td>plant and soil, 394(1-2), 57-71</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1007/s11104-015-2508-3
316,gasparri (2015),,85,1,2015,72,1,1,"<table><tr><td>Authors:</td><td>gasparri, ni; grau, hr; nanni, as</td></tr><tr><td>Title:</td><td>redistribution of forest biomass in an heterogeneous environment of subtropical andes undergoing agriculture adjustment</td></tr><tr><td>Source:</td><td>applied geography, 62, 107-114</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.apgeog.2015.04.012
317,ciais (2015),,273,26,2015,132,26,3,"<table><tr><td>Authors:</td><td>ciais, p; gasser, t; guivarch, c; jones, cd; tachiiri, k</td></tr><tr><td>Title:</td><td>negative emissions physically needed to keep global warming below 2 degrees c</td></tr><tr><td>Source:</td><td>nature communications, 6</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1038/ncomms8958
318,gundlapally (2015),,214,3,2015,83,3,5,"<table><tr><td>Authors:</td><td>gundlapally, sr; kankipati, hk; kapardar, rk; kotakonda, a; nagappa, r; rao, ps; sankaranarayanan, pm; shivaji, s; singh, sk; vetaikorumagan, sr</td></tr><tr><td>Title:</td><td>response of bacterioplankton to iron fertilization of the southern ocean, antarctica</td></tr><tr><td>Source:</td><td>frontiers in microbiology, 6</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3389/fmicb.2015.00863
319,lei (2015),,320,0,2015,97,0,4,"<table><tr><td>Authors:</td><td>lei, lc; yang, b; ye, s; yu, qn; zhu, jk</td></tr><tr><td>Title:</td><td>simultaneous online measurement of h2o and co2 in the humid co2 adsorption/desorption process</td></tr><tr><td>Source:</td><td>analytical sciences, 31(8), 757-761</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",
320,du (2015),,492,4,2015,252,4,1,"<table><tr><td>Authors:</td><td>du, ll; guo, sl; jiang, js; li, nn; li, rj; liu, qf; sun, qq; wang, r; wang, zq; wu, df; zhang, yj; zhao, m</td></tr><tr><td>Title:</td><td>soil organic carbon sequestration potential of artificial and natural vegetation in the hilly regions of loess plateau</td></tr><tr><td>Source:</td><td>ecological engineering, 82, 547-554</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.ecoleng.2015.05.031
321,abhilash (2015),,889,6,2015,157,6,4,"<table><tr><td>Authors:</td><td>abhilash, kas; benny, kg; deepthi, t; sadhana, ra</td></tr><tr><td>Title:</td><td>functionalized polysilsesquioxane-based hybrid silica solid amine sorbents for the regenerative removal of co2 from air</td></tr><tr><td>Source:</td><td>acs applied materials & interfaces, 7(32), 17969-17976</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1021/acsami.5b04674
322,chen (2015),,369,2,2015,222,2,2,"<table><tr><td>Authors:</td><td>chen, f; chen, zd; dikgwatlhe, sb; qiu, kc; tang, hm; xue, jf; zhang, hl</td></tr><tr><td>Title:</td><td>soil carbon storage and stratification under different tillage/residue-management practices in double rice cropping system</td></tr><tr><td>Source:</td><td>journal of integrative agriculture, 14(8), 1551-1560</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/s2095-3119(15)61068-1
323,berndes (2015),,754,38,2015,307,38,3,"<table><tr><td>Authors:</td><td>berndes, g; bolwig, s; bright, r; cherubini, f; chum, h; corbera, e; creutzig, f; delucchi, m; faaij, a; fargione, j; haberl, h; heath, g; lucon, o; masera, o; plevin, r; popp, a; ravindranath, nh; robledo-abad, c; rose, s; smith, p; stromman, a; suh, s</td></tr><tr><td>Title:</td><td>bioenergy and climate change mitigation: an assessment</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(5), 916-944</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12205
324,revokatova (2015),,272,0,2015,189,0,3,"<table><tr><td>Authors:</td><td>revokatova, ap; ryaboshapko, ag</td></tr><tr><td>Title:</td><td>a potential role of the negative emission of carbon dioxide in solving the climate problem</td></tr><tr><td>Source:</td><td>russian meteorology and hydrology, 40(7), 443-455</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3103/s106837391507002x
325,chi (2015),,527,7,2015,161,7,4,"<table><tr><td>Authors:</td><td>chi, sh; cho, jh; lee, ts</td></tr><tr><td>Title:</td><td>carbon dioxide removal using carbon monolith as electric swing adsorption to improve indoor air quality</td></tr><tr><td>Source:</td><td>building and environment, 92, 209-221</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.buildenv.2015.04.028
326,butler (2015),,198,3,2015,137,3,1,"<table><tr><td>Authors:</td><td>butler, d; henry, bk; wiedemann, sg</td></tr><tr><td>Title:</td><td>quantifying carbon sequestration on sheep grazing land in australia for life cycle assessment studies</td></tr><tr><td>Source:</td><td>rangeland journal, 37(4), 379-388</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1071/rj14109
328,chen (2015),,126,8,2015,68,8,2,"<table><tr><td>Authors:</td><td>chen, h; liu, yl; xiong, zq; xu, x; zhang, xx; zhou, zq</td></tr><tr><td>Title:</td><td>net global warming potential and greenhouse gas intensity from the double rice system with integrated soil-crop system management: a three-year field study</td></tr><tr><td>Source:</td><td>atmospheric environment, 116, 92-101</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2015.06.018
330,greaves (2015),,11,0,2015,11,0,1,"<table><tr><td>Authors:</td><td>greaves, ed; hernandez, jv; marin, y; visaez, f</td></tr><tr><td>Title:</td><td>forestry plantations of pinus caribaea in venezuela as a solar energy collector</td></tr><tr><td>Source:</td><td>interciencia, 40(7), 457-464</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",
331,baker (2015),,731,13,2015,368,13,1,"<table><tr><td>Authors:</td><td>baker, pj; beringer, j; cavagnaro, tr; cunningham, sc; mac nally, r; thompson, rm; thomson, jr</td></tr><tr><td>Title:</td><td>balancing the environmental benefits of reforestation in agricultural regions</td></tr><tr><td>Source:</td><td>perspectives in plant ecology evolution and systematics, 17(4), 301-317</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.ppees.2015.06.001
332,andruh (2015),,50,0,2015,46,0,4,"<table><tr><td>Authors:</td><td>andruh, m; ghionoiu, ae; haiduc, i; madalan, am; maxim, c; popescu, dl</td></tr><tr><td>Title:</td><td>atmospheric co2 capture by a triphenyltin-1,2-bis(4-pyridyl)ethane system with formation of a rare trinuclear carbonato-centered core</td></tr><tr><td>Source:</td><td>inorganic chemistry communications, 58, 71-73</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.inoche.2015.06.003
333,kato (2014),,296,11,2014,177,11,3,"<table><tr><td>Authors:</td><td>kato, e; yamagata, y</td></tr><tr><td>Title:</td><td>beccs capability of dedicated bioenergy crops under a future land-use scenario targeting net negative carbon emissions</td></tr><tr><td>Source:</td><td>earths future, 2(9), 421-439</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/2014ef000249
334,catterall (2015),,102,16,2015,76,16,1,"<table><tr><td>Authors:</td><td>catterall, cp; imbach, p; kumar, c; lasco, r; locatelli, b; marin-spiotta, e; mercer, b; powers, js; schwartz, n; uriarte, m</td></tr><tr><td>Title:</td><td>tropical reforestation and climate change: beyond carbon</td></tr><tr><td>Source:</td><td>restoration ecology, 23(4), 337-343</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/rec.12209
335,duran-nebreda (2015),,45,7,2015,36,7,3,"<table><tr><td>Authors:</td><td>duran-nebreda, s; montanez, r; sole, rv</td></tr><tr><td>Title:</td><td>synthetic circuit designs for earth terraformation</td></tr><tr><td>Source:</td><td>biology direct, 10</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1186/s13062-015-0064-7
336,abad (2015),,45,7,2015,36,7,3,"<table><tr><td>Authors:</td><td>abad, a; adanez, j; de diego, lf; garcia-diez, e; garcia-labiano, f; gayan, p; ruiz, jac; serrano, a</td></tr><tr><td>Title:</td><td>syngas/h-2 production from bioethanol in a continuous chemical-looping reforming prototype</td></tr><tr><td>Source:</td><td>fuel processing technology, 137, 24-30</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.fuproc.2015.03.022
337,no author data (2015),,71,37,2015,40,37,6,"<table><tr><td>Title:</td><td>biochar application to a contaminated soil reduces the availability and plant uptake of zinc, lead and cadmium</td></tr><tr><td>Source:</td><td>journal of environmental management, 159, 86-93</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2015.05.036
338,cole (2015),,161,13,2015,115,13,2,"<table><tr><td>Authors:</td><td>cole, dr; khresat, s; kraimer, ra; monger, hc; wang, jp; wang, xj</td></tr><tr><td>Title:</td><td>sequestration of inorganic carbon in soil and groundwater</td></tr><tr><td>Source:</td><td>geology, 43(5), 375-378</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1130/g36449.1
339,cao (2015),,340,0,2015,138,0,4,"<table><tr><td>Authors:</td><td>cao, yj; gao, d; kuang, yh; li, cb; shi, hq; sun, l; zhang, yj</td></tr><tr><td>Title:</td><td>modeling and optimal operation of carbon capture from the air driven by intermittent and volatile wind power</td></tr><tr><td>Source:</td><td>energy, 87, 201-211</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2015.04.098
340,lacoste (2015),,119,5,2015,93,5,2,"<table><tr><td>Authors:</td><td>lacoste, m; michot, d; viaud, v; walter, c</td></tr><tr><td>Title:</td><td>landscape-scale modelling of erosion processes and soil carbon dynamics under land-use and climate change in agroecosystems</td></tr><tr><td>Source:</td><td>european journal of soil science, 66(4), 780-791</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/ejss.12267
341,albaladejo (2015),,255,4,2015,144,4,2,"<table><tr><td>Authors:</td><td>albaladejo, j; garcia-franco, n; goberna, m; martinez-mena, m</td></tr><tr><td>Title:</td><td>changes in soil aggregation and microbial community structure control carbon sequestration after afforestation of semiarid shrublands</td></tr><tr><td>Source:</td><td>soil biology & biochemistry, 87, 110-121</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.soilbio.2015.04.012
342,campoe (2015),,242,3,2015,189,3,1,"<table><tr><td>Authors:</td><td>campoe, oc; ferez, apc; mendes, jct; stape, jl</td></tr><tr><td>Title:</td><td>silvicultural opportunities for increasing carbon stock in restoration of atlantic forests in brazil</td></tr><tr><td>Source:</td><td>forest ecology and management, 350, 40-45</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2015.04.015
344,huisingh (2015),,376,11,2015,260,11,3,"<table><tr><td>Authors:</td><td>huisingh, d; moore, jc; zhang, zh; zhao, yx</td></tr><tr><td>Title:</td><td>review of geoengineering approaches to mitigating climate change</td></tr><tr><td>Source:</td><td>journal of cleaner production, 103, 898-907</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.jclepro.2014.09.076
345,huisingh (2015),,3,43,2015,3,43,3,"<table><tr><td>Authors:</td><td>huisingh, d; li, q; moore, jc; qiao, q; zhang, zh</td></tr><tr><td>Title:</td><td>recent advances in carbon emissions reduction: policies, technologies, monitoring, assessment and modeling</td></tr><tr><td>Source:</td><td>journal of cleaner production, 103, 1-12</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/jjclepro.2015.04.098
346,dowd (2015),,157,4,2015,114,4,3,"<table><tr><td>Authors:</td><td>dowd, am; jeanneret, t; rodriguez, m</td></tr><tr><td>Title:</td><td>social science insights for the bioccs industry</td></tr><tr><td>Source:</td><td>energies, 8(5), 4024-4042</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3390/en8054024
347,johnston (2015),,16,0,2015,15,0,3,"<table><tr><td>Authors:</td><td>johnston, j; kammen, dm; mileva, a; nelson, jh; sanchez, dl</td></tr><tr><td>Title:</td><td>reply to 'emissions accounting for biomass energy with ccs'</td></tr><tr><td>Source:</td><td>nature climate change, 5(6), 496-496</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",
348,gilbert (2015),,69,4,2015,54,4,3,"<table><tr><td>Authors:</td><td>gilbert, a; sovacool, bk</td></tr><tr><td>Title:</td><td>correspondence: emissions accounting for biomass energy with ccs</td></tr><tr><td>Source:</td><td>nature climate change, 5(6), 495-496</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",
349,boca (2014),,602,5,2014,273,5,1,"<table><tr><td>Authors:</td><td>boca, a; gruselle, mc; van miegroet, h</td></tr><tr><td>Title:</td><td>forest overstory effect on soil organic carbon storage: a meta-analysis</td></tr><tr><td>Source:</td><td>soil science society of america journal, 78, s35-s47</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.2136/sssaj2013.08.0332nafsc
350,goldberg (2015),,87,1,2015,65,1,4,"<table><tr><td>Authors:</td><td>goldberg, d; lackner, k</td></tr><tr><td>Title:</td><td>creating negative emissions at remote co2 sequestration sites</td></tr><tr><td>Source:</td><td>greenhouse gases-science and technology, 5(3), 238-240</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1002/ghg.1489
351,rummukainen (2015),,126,1,2015,88,1,3,"<table><tr><td>Authors:</td><td>rummukainen, m</td></tr><tr><td>Title:</td><td>our commitment to climate change is dependent on past, present and future emissions and decisions</td></tr><tr><td>Source:</td><td>climate research, 64(1), 7-14</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.3354/cr01279
352,balduccio (2015),,336,7,2015,105,7,6,"<table><tr><td>Authors:</td><td>balduccio, l; buysse, j; dickinson, d; prins, w; ronsse, f; van huylenbroeck, g</td></tr><tr><td>Title:</td><td>cost-benefit analysis of using biochar to improve cereals agriculture</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(4), 850-864</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12180
353,hancock (2015),,113,20,2015,65,20,6,"<table><tr><td>Authors:</td><td>hancock, rd; miglietta, f; taylor, g; viger, m</td></tr><tr><td>Title:</td><td>more plant growth but less plant defence? first global gene expression data for plants grown in soil amended with biochar</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 7(4), 658-672</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12182
354,goeppert (2015),,860,12,2015,145,12,4,"<table><tr><td>Authors:</td><td>goeppert, a; olah, g; prakash, gks; zhang, h</td></tr><tr><td>Title:</td><td>applicability of linear polyethylenimine supported on nano-silica for the adsorption of co2 from various sources including dry air</td></tr><tr><td>Source:</td><td>rsc advances, 5(65), 52550-52562</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1039/c5ra05428a
355,chen (2015),,372,2,2015,216,2,2,"<table><tr><td>Authors:</td><td>chen, f; kong, fl; lal, r; xue, jf; zhang, hl; zhang, xq; zhao, x</td></tr><tr><td>Title:</td><td>stratification and storage of soil organic carbon and nitrogen as affected by tillage practices in the north china plain</td></tr><tr><td>Source:</td><td>plos one, 10(6)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0128873
356,hall (2015),,424,9,2015,96,9,6,"<table><tr><td>Authors:</td><td>hall, k; ippolito, j; lentz, r; novak, j; spokas, k; thomazini, a</td></tr><tr><td>Title:</td><td>ghg impacts of biochar: predictability for the same biochar</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 207, 183-191</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.04.012
357,conant (2015),,327,14,2015,243,14,2,"<table><tr><td>Authors:</td><td>conant, rt; falcucci, a; gerber, pj; henderson, bb; hilinski, te; ojima, ds; salvatore, m</td></tr><tr><td>Title:</td><td>greenhouse gas mitigation potential of the world's grazing lands: modeling soil carbon and nitrogen fluxes of mitigation practices</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 207, 91-100</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2015.03.029
